"daysinOperation","P1","P3","P4","P11","P18","P21","P22","P29"
94.0,3,4.0,5.0,3,0,3,5,3.0
840.0,4,4.0,5.0,2,0,1,3,3.0
3343.0,3,5.0,4.0,3,5,1,1,3.0
1051.0,3,4.0,4.0,5,0,3,1,3.0
953.0,12,4.0,4.0,5,0,9,4,3.0
1249.0,1,3.0,4.0,2,0,1,1,3.0
5141.0,5,4.0,4.0,4,0,1,3,3.0
2038.0,12,4.0,4.0,2,4,2,2,1.0
474.0,3,4.0,4.0,4,0,2,1,3.0
6542.0,12,6.0,6.0,6,0,9,4,7.5
766.0,9,4.0,5.0,5,0,5,5,7.5
1601.0,12,6.0,6.0,1,0,1,1,3.0
46.0,2,2.0,3.0,2,0,1,1,3.0
4536.0,3,4.0,4.0,1,5,1,1,3.0
120.0,4,4.5,6.0,2,4,2,4,7.5
1242.0,4,4.0,5.0,5,0,5,5,0.0
311.0,2,4.0,4.0,3,0,1,1,2.0
436.0,3,4.0,4.0,5,4,2,1,2.0
3893.0,5,4.0,5.0,2,0,3,4,1.0
698.0,6,6.0,7.5,4,0,9,1,7.5
1933.0,2,3.0,4.0,3,0,1,1,3.0
6120.0,3,4.0,6.0,2,4,6,3,5.0
1443.0,5,4.0,4.0,4,4,3,1,3.0
1316.0,1,4.0,4.0,4,0,9,3,3.0
232.0,2,4.0,3.0,1,0,1,1,3.0
1062.0,4,5.0,3.0,1,0,1,3,3.0
145.0,3,4.0,4.0,1,0,2,1,3.0
5046.0,12,6.0,4.0,2,0,2,5,7.5
1754.0,1,6.0,6.0,10,12,3,2,7.5
420.0,2,4.0,4.0,3,1,2,4,3.0
5054.0,12,6.0,5.0,6,4,1,1,3.0
1775.0,2,4.0,4.0,4,4,2,1,3.0
1793.0,3,4.0,4.0,2,0,1,2,3.0
1775.0,2,4.0,4.0,4,4,2,5,3.0
565.0,3,4.0,4.0,3,4,2,2,1.0
2514.0,4,4.0,6.0,3,0,2,1,3.0
1135.0,4,4.0,4.0,2,4,2,3,2.0
28.0,4,4.0,4.0,1,0,1,1,3.0
1780.0,4,4.0,4.0,2,4,2,2,2.0
2111.0,6,4.0,6.0,5,0,3,1,7.5
110.0,2,4.0,3.0,4,0,2,2,3.0
929.0,4,4.0,4.0,2,0,1,1,3.0
185.0,2,4.0,5.0,3,4,5,5,2.0
924.0,2,4.0,3.0,1,0,1,1,3.0
684.0,4,4.0,4.0,2,5,1,3,3.0
1611.0,4,4.0,5.0,5,4,5,5,0.0
1243.0,4,5.0,5.0,1,0,2,5,1.0
6542.0,5,4.0,4.0,4,0,1,3,1.0
668.0,5,4.0,5.0,5,0,3,5,0.0
2287.0,4,4.0,4.0,3,3,2,1,3.0
5524.0,4,4.0,5.0,3,0,5,5,1.0
1842.0,4,4.0,4.0,6,4,5,3,2.0
1660.0,4,3.0,3.0,2,4,1,2,3.0
425.0,3,4.0,4.0,3,0,2,3,3.0
2478.0,4,4.0,4.0,2,4,2,3,2.0
2542.0,3,4.0,4.0,1,0,1,2,2.0
295.0,2,4.0,5.0,2,0,2,2,3.0
766.0,12,6.0,6.0,10,12,12,3,5.0
1957.0,2,6.0,5.0,6,3,5,2,7.5
1673.0,4,4.0,4.0,2,0,1,1,3.0
716.0,4,6.0,6.0,6,0,2,4,3.0
455.0,2,3.0,5.0,4,4,1,5,3.0
797.0,3,4.5,4.0,5,0,2,3,3.0
339.0,2,4.0,4.0,3,0,1,3,3.0
1952.0,4,3.0,5.0,2,0,1,1,3.0
5141.0,5,3.0,4.0,2,0,1,1,3.0
1270.0,12,6.0,4.0,10,0,3,2,3.0
870.0,4,3.0,5.0,4,0,1,2,3.0
2657.0,15,4.5,6.0,6,3,3,3,7.5
498.0,2,4.0,4.0,4,0,1,1,3.0
1241.0,3,4.0,5.0,5,0,1,1,7.5
2552.0,2,4.0,4.0,3,0,1,2,3.0
1038.0,3,4.0,3.0,3,0,1,3,2.0
2542.0,1,4.0,4.0,1,0,2,3,2.0
840.0,6,4.0,4.0,3,0,1,3,7.5
6120.0,2,6.0,4.0,5,4,3,1,3.0
766.0,3,4.0,7.5,10,15,15,3,3.0
178.0,6,4.0,6.0,10,0,6,2,2.0
114.0,2,4.0,4.0,2,0,4,2,3.0
1835.0,3,4.0,3.0,3,0,1,1,3.0
442.0,4,4.0,4.0,1,0,2,3,3.0
911.0,4,4.0,5.0,5,0,5,3,0.0
207.0,9,5.0,7.5,3,0,3,4,7.5
2287.0,3,4.0,3.0,3,0,1,3,2.0
1882.0,2,4.0,4.0,1,0,1,2,3.0
394.0,3,5.0,4.0,2,0,1,1,3.0
1882.0,2,4.0,4.0,1,1,1,2,3.0
112.0,4,4.0,4.0,4,3,1,3,3.0
134.0,3,4.0,4.0,3,0,2,3,3.0
3893.0,5,4.0,4.0,4,0,3,4,1.0
2513.0,5,4.0,5.0,2,3,1,3,1.0
332.0,2,3.0,4.0,1,0,1,1,3.0
288.0,12,4.5,7.5,3,0,1,1,7.5
6061.0,4,4.0,5.0,5,4,5,4,3.0
424.0,2,4.0,3.0,1,0,1,2,3.0
2696.0,9,6.0,6.0,6,0,6,4,5.0
1131.0,4,5.0,3.0,2,4,1,2,2.0
1922.0,3,4.0,4.0,4,5,3,3,3.0
5815.0,3,4.0,4.0,1,5,6,2,3.0
5046.0,5,4.0,4.0,2,0,2,5,3.0
943.0,2,6.0,4.0,1,0,2,4,3.0
957.0,4,4.0,3.0,2,4,5,5,3.0
4839.0,2,3.0,3.0,1,0,1,3,1.0
442.0,4,4.0,4.0,4,0,1,3,3.0
990.0,2,4.0,5.0,3,0,5,3,1.0
1436.0,12,3.0,7.5,6,0,3,2,7.5
2310.0,3,5.0,3.0,3,0,1,1,3.0
6061.0,4,5.0,4.0,2,0,5,4,1.0
5815.0,3,4.0,4.0,1,0,6,2,3.0
6370.0,2,4.0,4.0,3,4,5,3,1.0
206.0,5,3.0,5.0,4,0,1,2,3.0
1290.0,2,4.0,3.0,2,0,2,1,3.0
2115.0,4,4.0,4.0,1,0,1,2,3.0
1305.0,2,4.0,4.0,3,0,1,1,3.0
1177.0,2,4.0,5.0,2,5,1,3,3.0
6651.0,3,5.0,4.0,1,0,2,3,2.0
2111.0,2,4.0,4.0,5,0,1,1,2.0
638.0,3,6.0,3.0,6,3,15,4,7.5
7087.0,4,4.0,4.0,2,5,1,2,3.0
265.0,3,4.0,4.0,3,0,1,1,3.0
207.0,9,3.0,7.5,6,0,3,1,7.5
2675.0,4,4.0,2.0,4,0,2,1,2.0
4868.0,3,5.0,3.0,6,0,3,1,3.0
4326.0,4,3.0,5.0,3,0,1,3,2.0
112.0,2,4.0,4.0,4,0,1,2,3.0
3781.0,3,5.0,3.0,1,0,1,2,3.0
1389.0,4,4.0,4.0,1,0,1,1,3.0
6451.0,5,4.0,4.0,3,4,1,5,3.0
309.0,2,4.0,4.0,10,0,9,1,7.5
771.0,2,4.0,4.0,4,4,3,5,3.0
799.0,4,3.0,5.0,1,0,2,5,3.0
1106.0,3,4.0,4.0,3,0,1,5,3.0
2411.0,3,4.0,4.0,2,0,4,3,3.0
6682.0,2,4.5,6.0,5,0,5,2,3.0
399.0,3,4.0,4.0,5,3,4,5,1.0
134.0,2,4.0,3.0,1,0,1,2,3.0
2111.0,2,4.0,4.0,5,0,1,3,2.0
80.0,4,2.0,4.0,3,0,2,1,3.0
532.0,2,6.0,7.5,4,12,6,1,3.0
120.0,4,4.5,6.0,2,0,15,1,3.0
2649.0,6,6.0,7.5,4,12,3,2,7.5
2698.0,2,4.0,4.0,5,0,2,1,2.0
311.0,2,4.0,3.0,2,0,1,1,2.0
943.0,12,3.0,4.0,2,0,12,1,3.0
2129.0,12,4.0,4.0,6,0,3,3,3.0
6370.0,2,4.0,4.0,5,4,5,3,1.0
2649.0,6,6.0,7.5,4,12,3,2,7.5
1673.0,2,4.0,3.0,2,3,1,2,3.0
407.0,4,4.0,5.0,2,0,1,4,2.0
3893.0,4,2.0,5.0,3,0,1,2,2.0
239.0,9,3.0,4.0,4,0,1,2,1.0
485.0,2,4.0,3.0,1,0,1,1,3.0
5272.0,2,4.0,4.0,5,0,1,1,3.0
28.0,4,4.0,4.0,2,0,2,2,2.0
1735.0,4,4.0,6.0,10,0,5,5,2.0
845.0,2,4.0,5.0,3,0,1,1,1.0
1535.0,3,4.5,4.5,4,0,3,3,7.5
1071.0,4,6.0,6.0,1,4,9,4,3.0
436.0,4,4.0,5.0,5,5,3,5,2.0
5141.0,5,4.0,4.0,4,0,1,3,3.0
700.0,12,6.0,3.0,2,5,6,3,5.0
281.0,3,6.0,7.5,1,0,1,1,3.0
1038.0,5,4.0,4.0,3,0,1,4,2.0
1892.0,4,4.0,4.0,3,4,2,5,2.0
1341.0,5,4.0,5.0,2,0,2,5,2.0
57.0,2,4.0,4.0,1,0,1,2,3.0
1793.0,3,4.0,5.0,2,5,5,2,3.0
2038.0,12,6.0,6.0,6,0,3,2,5.0
660.0,4,3.0,4.0,2,0,2,2,3.0
178.0,6,6.0,6.0,10,0,6,2,7.5
5141.0,12,6.0,7.5,4,0,9,1,7.5
2464.0,3,5.0,4.0,2,0,1,1,3.0
4907.0,2,4.0,4.0,3,0,1,2,3.0
2111.0,2,4.0,4.0,4,0,1,1,2.0
731.0,4,5.0,4.0,4,0,3,2,2.0
4907.0,1,5.0,2.0,1,0,2,1,3.0
1096.0,4,4.0,4.0,2,0,1,4,3.0
2790.0,4,4.0,5.0,1,0,2,5,0.0
271.0,4,4.0,4.0,2,0,3,2,3.0
660.0,2,4.0,3.0,1,0,1,1,3.0
2514.0,4,4.0,4.0,3,0,2,1,3.0
1381.0,4,4.0,4.0,4,0,1,2,1.0
204.0,4,5.0,4.0,2,0,1,5,3.0
2696.0,4,6.0,6.0,6,0,2,4,5.0
1327.0,3,4.0,4.0,1,0,1,2,3.0
2551.0,3,4.0,3.0,5,0,2,2,3.0
2464.0,2,4.0,5.0,2,0,1,2,3.0
240.0,4,4.0,5.0,3,0,2,2,3.0
474.0,4,4.0,4.0,4,0,2,1,3.0
1305.0,4,4.0,4.0,3,4,1,3,3.0
797.0,12,6.0,6.0,2,0,3,1,7.5
5808.0,3,4.0,4.0,2,0,2,2,1.0
5755.0,3,4.0,4.0,4,0,4,3,2.0
379.0,12,4.0,4.0,5,0,2,3,3.0
1820.0,2,4.0,5.0,1,0,2,1,3.0
5623.0,2,4.0,4.0,1,0,1,1,3.0
6055.0,1,2.0,4.0,3,0,1,1,3.0
271.0,6,4.0,7.5,3,0,3,1,3.0
178.0,3,4.0,4.0,5,3,5,2,1.0
2717.0,2,4.0,4.0,2,0,2,2,3.0
5106.0,4,2.0,5.0,2,0,1,2,3.0
737.0,6,6.0,7.5,3,12,6,2,7.5
1640.0,5,4.0,4.0,4,0,1,3,7.5
1135.0,12,4.0,4.0,2,4,1,3,2.0
1541.0,2,4.0,4.0,1,0,1,1,3.0
162.0,12,6.0,5.0,6,3,15,3,3.0
1684.0,3,4.0,4.0,4,4,1,2,3.0
1673.0,2,4.0,4.0,2,3,1,2,3.0
2804.0,5,6.0,4.0,1,0,1,5,3.0
1890.0,1,4.0,3.0,3,0,2,3,3.0
1894.0,4,4.0,4.0,3,5,1,5,2.0
3388.0,2,4.0,5.0,3,0,1,2,3.0
1535.0,3,4.5,5.0,4,0,3,1,7.5
177.0,9,4.0,7.5,4,0,3,1,7.5
819.0,3,5.0,4.0,2,0,2,2,3.0
5046.0,5,4.0,4.0,2,0,2,5,1.0
3635.0,2,4.0,4.0,4,0,1,2,3.0
5186.0,2,4.0,3.0,3,0,1,1,3.0
2685.0,12,3.0,7.5,6,12,3,1,5.0
1316.0,1,5.0,4.0,5,0,3,4,3.0
845.0,4,4.0,5.0,4,4,1,1,1.0
275.0,2,4.0,3.0,2,5,1,2,3.0
1243.0,3,4.0,3.0,1,3,2,2,3.0
819.0,2,5.0,4.0,2,0,2,2,3.0
3234.0,3,4.0,5.0,5,3,5,1,2.0
6651.0,9,3.0,7.5,6,0,3,5,2.0
5755.0,4,4.0,4.0,5,0,2,5,3.0
911.0,5,4.0,4.0,5,0,1,5,3.0
2010.0,3,4.0,4.0,1,3,1,1,3.0
627.0,4,4.0,5.0,2,4,1,3,2.0
332.0,2,5.0,4.0,3,0,1,1,3.0
1215.0,2,4.0,4.0,5,0,1,1,3.0
1892.0,2,4.0,4.0,2,3,2,1,3.0
1290.0,2,4.0,4.0,4,0,2,1,3.0
3388.0,2,4.0,4.0,1,0,1,3,3.0
4986.0,3,4.0,4.0,4,0,3,5,3.0
3067.0,4,6.0,5.0,2,0,5,1,3.0
5106.0,15,5.0,4.0,4,0,3,2,7.5
4932.0,5,4.0,4.0,2,5,2,4,2.0
57.0,2,4.0,4.0,1,0,1,2,3.0
207.0,9,2.0,7.5,6,0,1,1,3.0
638.0,3,4.0,4.0,3,3,1,2,3.0
2698.0,2,4.0,5.0,2,0,1,1,2.0
1933.0,2,4.0,4.0,5,0,1,1,3.0
2331.0,2,4.0,7.5,2,0,3,1,5.0
5215.0,4,5.0,4.0,1,5,1,2,3.0
1447.0,4,4.0,5.0,3,5,5,5,0.0
1673.0,12,4.0,3.0,6,0,1,3,1.0
668.0,5,4.0,5.0,3,0,1,5,0.0
896.0,3,4.0,4.0,1,12,2,3,3.0
610.0,2,4.0,4.0,1,3,1,3,3.0
57.0,3,5.0,3.0,1,0,1,1,3.0
732.0,3,4.0,4.0,2,12,15,2,3.0
2163.0,12,6.0,6.0,3,0,4,4,7.5
28.0,4,4.0,4.0,2,0,1,3,3.0
288.0,2,3.0,5.0,3,0,1,1,3.0
1062.0,4,6.0,3.0,1,0,1,3,3.0
2140.0,2,4.0,3.0,3,0,1,1,3.0
4907.0,3,3.0,4.0,3,0,1,3,3.0
2790.0,2,4.0,5.0,3,0,1,1,3.0
1957.0,6,6.0,6.0,6,0,3,2,7.5
896.0,2,4.0,4.0,3,0,2,1,3.0
239.0,12,4.0,6.0,10,0,9,3,7.5
1914.0,2,4.0,4.0,4,3,2,2,3.0
207.0,4,3.0,4.0,3,5,1,3,3.0
382.0,2,4.0,2.0,1,0,1,1,3.0
1780.0,1,5.0,4.0,3,0,1,1,3.0
1775.0,4,4.0,4.0,3,4,2,2,2.0
1305.0,2,4.0,4.0,1,0,1,1,3.0
94.0,3,4.0,4.0,3,0,3,3,3.0
2087.0,2,4.0,4.0,1,0,2,1,3.0
1894.0,4,4.0,3.0,3,5,2,5,2.0
870.0,4,3.0,3.0,2,3,1,2,3.0
4907.0,4,4.0,4.0,3,0,1,3,3.0
1535.0,3,6.0,5.0,4,0,3,5,2.5
3696.0,4,4.0,4.0,6,0,3,1,2.0
1933.0,5,4.0,3.0,2,0,1,3,3.0
1632.0,4,4.0,4.0,5,4,1,4,3.0
1632.0,4,4.0,4.0,3,15,3,4,3.0
638.0,3,5.0,3.0,3,3,1,2,3.0
5046.0,3,4.0,3.0,1,0,2,3,2.0
444.0,5,4.0,4.0,3,0,1,3,2.0
5054.0,4,4.0,4.0,4,0,2,3,3.0
1820.0,2,4.0,4.0,8,1,2,2,3.0
2388.0,2,4.0,5.0,5,0,2,4,0.0
1142.0,4,4.0,5.0,3,0,2,2,3.0
2464.0,2,4.0,4.0,3,0,1,1,3.0
5141.0,1,4.0,4.0,3,0,1,1,3.0
206.0,1,4.0,5.0,2,0,2,1,3.0
689.0,3,4.0,5.0,3,1,1,2,3.0
932.0,12,6.0,6.0,4,12,3,3,7.5
5255.0,3,4.0,4.0,1,0,1,2,3.0
1528.0,4,5.0,4.0,3,4,1,3,3.0
5141.0,5,4.0,4.0,4,0,1,3,3.0
1243.0,4,5.0,5.0,1,0,3,4,1.0
1922.0,3,4.0,4.0,4,5,3,3,3.0
3067.0,4,5.0,4.0,4,5,2,3,3.0
375.0,5,6.0,4.0,3,4,1,3,3.0
3450.0,4,4.0,4.0,2,0,2,4,1.0
2256.0,4,5.0,4.0,5,0,3,1,2.0
6055.0,1,4.0,4.0,3,0,1,1,3.0
2464.0,2,4.0,3.0,2,0,1,1,3.0
1508.0,4,5.0,4.0,5,4,5,2,1.0
3067.0,4,5.0,4.0,3,5,5,1,3.0
204.0,4,4.0,4.0,5,0,1,5,1.0
455.0,1,5.0,4.0,3,3,2,1,3.0
1106.0,3,4.0,4.0,3,0,3,5,3.0
4599.0,3,4.0,4.0,4,0,3,5,1.0
1533.0,3,4.0,4.0,1,0,1,2,3.0
112.0,9,4.5,7.5,10,12,3,2,5.0
2284.0,6,6.0,5.0,2,12,3,1,7.5
425.0,3,5.0,4.0,2,4,3,4,2.0
424.0,3,4.0,4.0,1,0,2,2,3.0
6370.0,2,5.0,4.0,5,4,5,1,1.0
703.0,4,2.0,4.0,3,0,2,1,3.0
771.0,2,6.0,4.0,2,0,1,1,3.0
3696.0,4,4.0,6.0,5,4,5,3,2.0
345.0,3,4.0,4.0,1,0,15,1,3.0
1596.0,2,4.0,4.0,4,0,3,2,7.5
1282.0,4,4.0,3.0,3,0,1,3,3.0
2685.0,4,4.0,4.0,1,12,2,3,2.0
797.0,6,4.5,7.5,4,0,1,1,2.0
5808.0,4,5.0,4.0,2,4,3,2,3.0
3450.0,2,4.0,4.0,2,0,2,1,3.0
2287.0,3,4.0,3.0,3,0,1,3,2.0
6061.0,3,5.0,4.0,1,4,5,4,3.0
1890.0,2,4.0,4.0,3,0,3,3,3.0
1775.0,2,4.0,4.0,2,0,2,1,3.0
2331.0,6,6.0,7.5,2,0,2,1,3.0
424.0,4,4.0,5.0,1,5,5,1,3.0
206.0,1,4.0,5.0,2,0,1,1,3.0
2879.0,3,5.0,3.0,3,4,2,3,3.0
700.0,4,4.0,6.0,5,0,3,3,2.0
2657.0,4,6.0,6.0,4,0,3,3,7.5
5834.0,12,6.0,6.0,2,5,1,3,10.0
5524.0,4,4.0,5.0,3,5,3,5,1.0
547.0,4,2.0,5.0,3,0,1,2,2.0
957.0,4,5.0,3.0,2,0,3,5,3.0
1780.0,4,4.0,4.0,5,0,2,1,3.0
207.0,5,3.0,4.0,6,0,3,1,7.5
5272.0,2,4.0,4.0,5,0,1,1,3.0
375.0,12,6.0,6.0,6,12,3,5,10.0
2388.0,2,4.0,3.0,3,0,2,1,2.0
155.0,4,5.0,3.0,2,4,3,2,3.0
2429.0,3,4.0,5.0,2,0,1,1,3.0
1771.0,3,4.0,5.0,2,0,1,3,3.0
990.0,1,3.0,4.0,2,0,1,1,3.0
2432.0,2,4.0,4.0,4,5,4,3,1.0
1549.0,3,4.0,4.0,2,4,2,2,3.0
1933.0,2,4.0,4.0,5,3,1,1,3.0
6357.0,4,4.0,4.0,4,0,1,1,3.0
2388.0,2,4.0,4.0,2,0,2,4,3.0
2253.0,4,4.0,4.0,2,0,2,2,3.0
3893.0,5,4.0,4.0,2,3,3,1,2.0
6682.0,4,4.0,5.0,5,0,1,5,2.0
870.0,4,3.0,5.0,1,0,1,3,3.0
766.0,5,4.0,4.0,5,0,3,1,7.5
379.0,4,4.0,4.0,3,0,2,2,3.0
1793.0,3,4.0,5.0,2,3,1,2,3.0
2331.0,4,4.0,3.0,4,0,3,3,1.0
1598.0,2,5.0,3.0,1,0,1,1,3.0
565.0,3,4.0,4.0,3,4,2,2,2.0
281.0,3,4.0,4.0,5,0,1,1,3.0
587.0,4,4.0,5.0,4,0,2,3,1.0
4839.0,2,3.0,4.0,3,0,1,1,3.0
2101.0,2,4.0,4.0,6,0,1,1,5.0
644.0,12,4.5,6.0,8,0,9,3,7.5
1754.0,6,5.0,4.0,3,0,2,3,7.5
2115.0,3,4.0,4.0,6,0,1,2,1.0
799.0,3,4.0,4.0,2,5,1,1,3.0
2287.0,12,4.0,7.5,2,0,1,2,7.5
2101.0,12,6.0,6.0,6,0,1,1,5.0
80.0,4,2.0,4.0,3,0,2,1,3.0
1142.0,4,4.0,5.0,3,0,2,2,3.0
834.0,2,4.0,3.0,4,4,3,2,3.0
1447.0,2,4.0,4.0,5,5,1,1,0.0
5992.0,6,4.0,6.0,2,12,2,3,3.0
5876.0,3,3.0,5.0,2,4,2,3,3.0
375.0,4,4.0,4.0,3,0,2,5,10.0
1751.0,1,4.0,4.0,1,0,1,1,3.0
1835.0,2,4.5,4.0,4,0,9,1,7.5
1270.0,2,4.0,5.0,3,0,1,2,3.0
1537.0,5,4.0,4.0,5,0,2,3,2.0
743.0,6,6.0,7.5,10,9,15,5,2.5
1633.0,4,5.0,5.0,4,0,5,4,3.0
782.0,6,6.0,7.5,8,0,12,4,7.5
1633.0,4,4.0,4.0,2,4,5,5,2.0
2445.0,1,4.0,5.0,2,4,2,5,3.0
271.0,2,4.0,4.0,1,0,1,2,3.0
820.0,4,4.0,4.0,2,0,1,5,3.0
1589.0,1,4.0,3.0,1,0,1,1,3.0
6542.0,12,6.0,6.0,6,0,9,2,7.5
641.0,5,6.0,5.0,3,0,3,3,0.0
2101.0,12,6.0,5.0,6,0,3,3,3.0
4868.0,2,4.0,3.0,8,0,2,4,7.5
1096.0,2,4.0,4.0,1,4,1,2,2.0
201.0,2,4.5,4.0,1,0,2,2,3.0
471.0,2,4.0,7.5,1,0,12,1,7.5
797.0,3,4.0,7.5,3,0,3,1,7.5
2698.0,3,4.0,4.0,2,0,3,1,2.0
6120.0,2,4.0,4.0,4,0,2,3,3.0
1427.0,4,4.0,4.0,2,3,1,1,3.0
4932.0,1,4.0,3.0,2,0,2,3,2.0
1389.0,4,4.0,4.0,1,0,1,1,3.0
1054.0,3,4.0,4.0,1,3,3,2,2.0
1243.0,3,4.0,5.0,2,0,2,1,1.0
1106.0,3,4.0,4.0,3,4,1,3,3.0
1537.0,6,4.0,4.0,5,0,1,1,7.5
746.0,12,6.0,6.0,1,0,1,3,3.0
1051.0,3,4.0,4.0,5,0,3,2,2.0
155.0,4,4.0,4.0,1,0,4,5,1.0
1177.0,4,4.0,4.0,5,5,1,3,2.0
1051.0,3,4.0,4.0,3,0,3,1,2.0
1528.0,4,5.0,4.0,3,2,3,3,1.0
1395.0,5,4.0,5.0,5,0,3,5,0.0
5738.0,12,6.0,6.0,10,0,9,2,5.0
1541.0,3,4.0,5.0,4,0,1,5,3.0
2542.0,4,4.0,4.0,1,0,4,5,2.0
797.0,3,4.0,5.0,6,0,1,2,3.0
1051.0,3,4.0,4.0,4,4,2,2,2.0
232.0,6,6.0,4.0,1,0,1,2,2.0
3893.0,5,4.0,3.0,2,0,1,2,3.0
60.0,2,4.0,4.0,4,0,1,1,2.0
1446.0,2,4.0,4.0,1,0,3,1,3.0
2657.0,12,6.0,5.0,3,0,3,1,3.0
5876.0,4,4.0,4.0,3,0,4,4,1.0
4599.0,2,4.0,4.0,2,0,2,1,3.0
3635.0,2,4.0,6.0,2,0,1,1,3.0
394.0,4,4.5,4.0,2,0,1,1,3.0
2366.0,5,4.0,4.0,3,0,1,3,3.0
1062.0,4,6.0,3.0,5,0,9,5,0.0
1270.0,2,4.0,4.0,3,0,1,5,2.0
7001.0,3,4.0,5.0,5,0,1,1,2.0
1131.0,1,4.0,3.0,1,0,1,4,2.0
5355.0,2,2.0,4.0,1,0,1,1,3.0
1436.0,12,3.0,7.5,6,0,3,2,7.5
6055.0,4,4.0,4.0,3,3,3,3,3.0
3635.0,4,3.0,4.0,1,0,1,4,3.0
1541.0,3,3.0,5.0,1,0,1,1,3.0
4326.0,4,4.0,4.0,2,0,1,4,3.0
1029.0,12,4.5,6.0,10,0,3,1,5.0
1754.0,6,6.0,6.0,10,12,3,1,7.5
1280.0,4,4.0,4.0,3,0,2,4,3.0
924.0,1,4.0,4.0,1,0,1,1,3.0
6061.0,4,4.5,4.0,5,4,5,5,0.0
1596.0,3,4.0,4.0,4,4,2,3,3.0
1601.0,12,6.0,3.0,4,0,3,2,3.0
2163.0,2,6.0,6.0,1,0,9,4,7.5
6120.0,2,4.0,4.0,2,0,2,1,3.0
929.0,2,4.0,4.0,3,0,1,1,3.0
1400.0,4,4.0,4.0,2,0,1,1,3.0
6370.0,2,4.0,4.0,3,0,1,1,1.0
6357.0,4,4.0,5.0,4,4,3,3,2.0
2657.0,4,6.0,6.0,4,0,3,3,7.5
1366.0,5,5.0,3.0,5,0,3,3,7.5
425.0,4,4.0,4.0,2,0,4,3,1.0
5738.0,6,4.0,4.0,10,12,6,3,3.0
2552.0,2,4.0,4.0,3,0,1,4,3.0
2512.0,3,4.0,4.0,1,4,2,1,3.0
1121.0,2,4.0,3.0,3,0,1,1,2.0
4536.0,3,4.0,4.0,5,4,1,1,3.0
766.0,5,6.0,4.0,5,0,1,1,2.0
840.0,4,4.0,5.0,2,4,1,3,0.0
1389.0,3,4.0,4.0,5,5,1,1,2.0
207.0,3,4.0,4.0,6,0,1,1,3.0
276.0,4,4.0,3.0,1,0,3,1,3.0
442.0,4,4.0,4.0,3,0,1,1,3.0
1933.0,4,4.0,4.0,3,4,1,3,2.0
2603.0,2,4.5,4.0,2,0,1,1,5.0
1305.0,12,4.0,4.0,3,0,1,3,3.0
405.0,2,3.0,5.0,3,0,1,2,3.0
85.0,2,3.0,4.0,1,0,1,1,3.0
2804.0,2,4.0,4.0,1,0,3,2,1.0
2115.0,3,3.0,4.0,4,0,3,2,3.0
5272.0,2,4.0,4.0,5,0,6,1,3.0
5834.0,4,4.0,4.0,2,5,1,3,2.0
2010.0,4,4.0,4.0,5,0,4,4,1.0
3067.0,4,4.0,5.0,3,5,5,3,3.0
1381.0,1,5.0,4.0,3,3,6,4,3.0
5054.0,4,4.0,4.0,4,0,2,3,3.0
610.0,4,4.0,4.0,1,4,1,4,3.0
5106.0,2,4.0,4.0,5,0,4,5,3.0
1316.0,1,4.0,4.0,4,0,1,4,3.0
444.0,4,4.0,4.0,3,0,1,1,3.0
1532.0,1,4.0,4.0,2,0,1,2,3.0
5738.0,3,6.0,4.0,4,12,6,3,3.0
583.0,4,4.0,4.0,1,0,1,2,3.0
1215.0,3,4.0,4.0,1,0,1,4,3.0
240.0,6,6.0,6.0,2,0,6,1,7.5
1241.0,2,4.0,4.0,2,0,1,1,3.0
1400.0,1,4.0,4.0,1,0,1,1,1.0
924.0,1,5.0,3.0,1,12,1,1,7.5
309.0,9,6.0,5.0,6,0,6,2,3.0
2717.0,2,6.0,4.0,10,0,2,3,3.0
120.0,2,4.0,4.0,1,0,2,1,3.0
204.0,2,4.0,4.0,5,0,2,4,2.0
5834.0,4,4.0,4.0,5,5,1,2,2.0
2101.0,12,6.0,4.0,6,0,3,3,5.0
737.0,2,6.0,4.0,2,4,1,1,3.0
1279.0,2,4.0,4.0,5,0,2,1,3.0
375.0,12,6.0,6.0,6,12,3,5,7.5
295.0,3,4.0,5.0,4,0,3,2,3.0
6055.0,1,4.0,4.0,3,0,1,1,3.0
2331.0,6,4.0,5.0,2,0,1,1,3.0
1366.0,2,4.0,4.0,2,0,2,1,3.0
1735.0,4,4.0,5.0,5,0,5,5,2.0
743.0,15,6.0,7.5,10,9,15,3,2.5
1559.0,4,4.0,5.0,2,0,2,4,2.0
610.0,2,4.0,4.0,1,3,1,1,3.0
2657.0,12,6.0,6.0,4,0,3,3,7.5
1892.0,4,5.0,4.0,3,5,2,5,2.0
1215.0,4,4.0,4.0,4,0,1,3,3.0
5815.0,4,4.0,5.0,3,0,2,2,0.0
1775.0,2,4.0,4.0,2,4,2,1,2.0
5186.0,3,5.0,3.0,1,0,1,4,3.0
1529.0,2,4.0,4.0,1,4,2,1,3.0
924.0,1,4.0,3.0,1,0,3,1,3.0
1640.0,5,4.0,4.0,4,0,1,3,2.0
274.0,5,4.0,4.0,2,4,2,5,2.0
532.0,1,4.0,3.0,1,0,1,2,0.0
5623.0,5,4.0,4.0,4,0,1,3,1.0
5992.0,3,6.0,6.0,2,12,3,1,7.5
382.0,4,5.0,2.0,1,0,3,1,3.0
2542.0,9,4.0,4.0,1,0,1,2,7.5
